Title,Photographer,Description,Subject,Publisher,Contributors,Date,Type,Genre,Digitization,Identifier,Neg. number,Source,Relation,Language,Location depicted,Rights,Rights Notes,OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path
Interior of Ferry Hall,"Barkhuff, William Delbert",Group of men standing inside remains of Ferry Hall on Washington Agriculture College campus.,Washington State University--Washington (State)--Pullman; Men--Washington (State)--Pullman; Fires--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1897-11,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f08n15,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/8/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/179,179,213.jpg,/barkhuff/image/213.jpg
"Ferry Hall, November 24, 1897","Barkhuff, William Delbert",Men standing in front of ruins of Ferry Hall on Washington Agriculture College campus.,Ferry Hall; Washington State University--Washington (State)--Pullman; Men--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1897-11-24,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f08n16,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,1/20/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/180,180,214.jpg,/barkhuff/image/214.jpg
Town Shot,"Barkhuff, William Delbert",View of Pullman from Washington Agriculture College.,Cityscapes--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1895/1897,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f09n01,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/7/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/181,181,215.jpg,/barkhuff/image/215.jpg
"Old College Hall and Thompson Hall, ca. 1894","Barkhuff, William Delbert","A view looking west at the Old wooden College Hall and the Administration Building, now Thompson Hall.View of Pullman in background.",Old College Hall--Washington (State)--Pullman; Thompson Hall--Washington (State)--Pullman; Washington State University--Washington (State)--Pullman; Schools--Washington (State)--Pullman; Buildings--Washington (State)--Pullman; Wooden buildings--Washington (State)--Pullman; Cityscapes--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,ca. 1894,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f09n02,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,1/20/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/182,182,216.jpg,/barkhuff/image/216.jpg
"On Guy St., Military Hill, Pullman","Barkhuff, William Delbert",Family poses on front steps of house. House covered with trailing plants and surrounded by trees. Walkway running in front of house.,Families--Washington (State)--Pullman; Houses--Washington (State)--Pullman; Plants--Washington (State)--Pullman; Trees--Washington (State)--Pullman; Walkways--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1898~,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f09n03,pc149_77-006,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/8/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/183,183,217.jpg,/barkhuff/image/217.jpg
"Barkhuff Barns, 1892","Barkhuff, William Delbert",Horses and men standing in front of barn.,Barns--Washington (State)--colton; Horses--Washington (State)--Colton; Men--Washington (State)--Colton,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1892,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f06n04,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Colton,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,1/20/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/184,184,218.jpg,/barkhuff/image/218.jpg
Campbells House,"Barkhuff, William Delbert",Two-story house surrounded by bushes and trees.  Two people on porch.,Trees--Washington (State)--Pullman; Houses--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,189u,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f09n05,pc149_77-004,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/7/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/185,185,219.jpg,/barkhuff/image/219.jpg
Pullman schools and WAC,"Barkhuff, William Delbert",View of Pullman.  Washington Agriculture College in upper right corner.  Pullman High School in center.  Wooden sidewalk in lower left corner.,Pullman High School--Washington (State)--Pullman; Wooden sidewalks--Washington (State)--Pullman; Washington State University--Washington (State)--Pullman; Schools--Washington (State)--Pullman; Hills--Washington (State)--Pullman; Cityscapes--Washington (State)--Pullman; Buildings--Washington (State)--Pullman; Houses--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1895/1897,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f09n06,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/7/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/186,186,220.jpg,/barkhuff/image/220.jpg
"Marion B. Meyers Harvest Crew, Wawawai, WA","Barkhuff, William Delbert",Harvest crew poses in orchard.  Men on ladders.  Horses and wagon on left.,Orchards--Washington (State)--Wawawai; Men--Washington (State)--Wawawai; Horses--Washington (State)--Wawawai; Carts &amp; wagons--Washington (State)--Pullman; Ladders--Washington (State)--Wawawai,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,189u,Image,Glass negatives; Group portraits,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f09n07,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Wawawai,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/7/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/187,187,221.jpg,/barkhuff/image/221.jpg
Brooks Horses,"Barkhuff, William Delbert",Two horses hooked to buggy.  Buildings in background.,Horses--Washington (State)--Pullman; Carts &amp; wagons--Washington (State)--Pullman; Buildings--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1900~,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f06n08,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/7/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/188,188,222.jpg,/barkhuff/image/222.jpg
"GAR Camp, ca. 1898","Barkhuff, William Delbert",Camp set up in Pullman.  Horse and carriage in lower right corner.  Houses on hill in background.,Camps--Washington (State)--Pullman; Carts &amp; wagons--Washington (State)--Pullman; Horses--Washington (State)--Pullman; Houses--Washington (State)--Pullman; Hills--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1898-5-2/1898-5-5,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f09n09,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/7/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/189,189,223.jpg,/barkhuff/image/223.jpg
